x,y,class
0.75164,0.787286,0.0
0.669027,0.771661,0.0
0.671316,0.718558,0.0
0.753136,0.8211,0.0
0.734733,0.846309,0.0
0.77633,0.666829,0.0
0.806757,0.770898,0.0
0.707205,0.660665,0.0
0.785119,0.82522,0.0
0.684896,0.7987,0.0
0.701224,0.718619,0.0
0.838252,0.763634,0.0
0.775811,0.675222,0.0
0.685781,0.687918,0.0
0.754387,0.781793,0.0
0.762108,0.796228,0.0
0.710196,0.672933,0.0
0.763848,0.808435,0.0
0.795099,0.711478,0.0
0.658528,0.786981,0.0
0.683737,0.688345,0.0
0.808069,0.683981,0.0
0.702445,0.663137,0.0
0.7575,0.657826,0.0
0.840083,0.787347,0.0
0.677389,0.723411,0.0
0.692465,0.780908,0.0
0.828578,0.712699,0.0
0.7781,0.723258,0.0
0.802393,0.71041,0.0
0.665731,0.736686,0.0
0.724296,0.704062,0.0
0.767632,0.752983,0.0
0.749443,0.790918,0.0
0.802087,0.758202,0.0
0.713645,0.677541,0.0
0.734458,0.794702,0.0
0.751335,0.756645,0.0
0.773888,0.820338,0.0
0.842769,0.715842,0.0
0.797143,0.762658,0.0
0.802942,0.792474,0.0
0.786554,0.688162,0.0
0.711295,0.77926,0.0
0.677694,0.777306,0.0
0.794183,0.747154,0.0
0.813074,0.707694,0.0
0.68508,0.676077,0.0
0.725181,0.717734,0.0
0.79284,0.787591,0.0
0.715476,0.740104,0.0
0.818415,0.776482,0.0
0.773736,0.824152,0.0
0.711234,0.721244,0.0
0.730888,0.738701,0.0
0.819269,0.75457,0.0
0.764397,0.726768,0.0
0.653188,0.734519,0.0
0.454207,0.418165,1.0
0.46263,0.386578,1.0
0.417371,0.36964,1.0
0.39848,0.248238,1.0
0.517441,0.592395,1.0
0.545244,0.340587,1.0
0.584704,0.568529,1.0
0.607624,0.696127,1.0
0.40904,0.286447,1.0
0.491012,0.298471,1.0
0.601642,0.642811,1.0
0.510422,0.507462,1.0
0.384625,0.151494,1.0
0.521378,0.397656,1.0
0.634419,0.590777,1.0
0.531449,0.630055,1.0
0.579089,0.457747,1.0
0.388958,0.250252,1.0
0.534043,0.523026,1.0
0.450331,0.297617,1.0
0.573077,0.411969,1.0
0.434828,0.393292,1.0
0.525803,0.626209,1.0
0.532579,0.322184,1.0
0.380596,0.291849,1.0
0.57445,0.50032,1.0
0.552232,0.600726,1.0
0.406812,0.222083,1.0
0.48207,0.492477,1.0
0.454421,0.331278,1.0
0.604846,0.647359,1.0
0.396405,0.229011,1.0
0.49794,0.576281,1.0
0.582873,0.510819,1.0
0.587451,0.54033,1.0
0.546312,0.561663,1.0
0.524857,0.50557,1.0
0.465011,0.429853,1.0
0.44615,0.171361,1.0
0.622547,0.648396,1.0
0.429701,0.337962,1.0
0.576891,0.40379,1.0
0.637837,0.619831,1.0
0.633259,0.641804,1.0
0.545976,0.426405,1.0
0.617267,0.654378,1.0
0.444166,0.259713,1.0
0.461776,0.477279,1.0
0.578234,0.584918,1.0
0.405866,0.324656,1.0
0.522813,0.346843,1.0
0.413587,0.179205,1.0
0.600024,0.693106,1.0
0.574358,0.396008,1.0
0.473861,0.354381,1.0
0.431043,0.162603,1.0
0.613056,0.500076,1.0
0.578204,0.616688,1.0
0.586016,0.487869,1.0
0.601642,0.467421,1.0
0.52913,0.523728,1.0
0.533006,0.506363,1.0
0.487899,0.477828,1.0
0.500656,0.589221,1.0
0.389294,0.26014,1.0
0.510086,0.547746,1.0
0.44615,0.311686,1.0
0.553056,0.467879,1.0
0.430647,0.39317,1.0
0.628071,0.618976,1.0
0.498581,0.47148,1.0
0.582842,0.556078,1.0
0.524644,0.53206,1.0
0.442946,0.219428,1.0
0.562059,0.51558,1.0
0.428114,0.340403,1.0
0.596271,0.489639,1.0
0.386639,0.288614,1.0
0.558214,0.629139,1.0
0.52092,0.558641,1.0
0.504898,0.589679,1.0
0.465072,0.376263,1.0
0.48439,0.488662,1.0
0.57564,0.439497,1.0
0.501999,0.389721,1.0
0.589038,0.465896,1.0
0.47441,0.456557,1.0
0.510483,0.335826,1.0
0.492294,0.502884,1.0
0.511155,0.385022,1.0
0.565233,0.47084,1.0
0.471938,0.246742,1.0
0.478683,0.238441,1.0
0.42552,0.178777,1.0
0.552324,0.590533,1.0
0.493973,0.382061,1.0
0.487411,0.486496,1.0
0.580157,0.419141,1.0
0.47203,0.293466,1.0
0.492508,0.4073,1.0
0.415235,0.318705,1.0
0.507736,0.573626,1.0
0.443953,0.351299,1.0
0.574114,0.593341,1.0
0.443434,0.269265,1.0
0.491836,0.548509,1.0
0.532182,0.478103,1.0
0.500198,0.43083,1.0
0.436811,0.283273,1.0
0.40614,0.283212,1.0
0.521775,0.58327,1.0
0.486953,0.348918,1.0
0.507645,0.574755,1.0
0.417249,0.173345,1.0
0.465773,0.349681,1.0
0.550035,0.524674,1.0
0.541551,0.386914,1.0
0.43556,0.254158,1.0
0.570574,0.469436,1.0
0.484237,0.514725,1.0
0.506272,0.365307,1.0
0.554094,0.495621,1.0
0.599353,0.696036,1.0
0.530534,0.509751,1.0
0.56325,0.49678,1.0
0.565416,0.376263,1.0
0.577288,0.586047,1.0
0.530869,0.589251,1.0
0.600055,0.578661,1.0
0.422193,0.277932,1.0
0.468032,0.243049,1.0
0.464248,0.399274,1.0
0.510697,0.363353,1.0
0.570025,0.580523,1.0
0.546556,0.527543,1.0
0.601856,0.509018,1.0
0.537919,0.315653,1.0
0.5421,0.335215,1.0
0.421735,0.357768,1.0
0.638417,0.644795,1.0
0.604694,0.687796,1.0
0.577013,0.664022,1.0
0.496841,0.413984,1.0
0.405469,0.224982,1.0
0.517167,0.597613,1.0
0.415204,0.172246,1.0
0.409253,0.285836,1.0
0.516556,0.60152,1.0
0.553331,0.488327,1.0
0.529435,0.36494,1.0
0.466414,0.241249,1.0
0.524705,0.464644,1.0
0.564409,0.375866,1.0
0.599933,0.465316,1.0
0.537919,0.41203,1.0
0.476119,0.248939,1.0
0.498032,0.488693,1.0
0.454604,0.210273,1.0
0.440626,0.399091,1.0
0.462111,0.358013,1.0
0.598468,0.657765,1.0
0.453566,0.359081,1.0
0.466842,0.321146,1.0
0.520219,0.579638,1.0
0.46791,0.517228,1.0
0.517136,0.377483,1.0
0.567888,0.602954,1.0
0.462386,0.34373,1.0
0.518448,0.495743,1.0
0.514481,0.288705,1.0
0.573901,0.631397,1.0
0.573473,0.574816,1.0
0.561663,0.495376,1.0
0.518479,0.590197,1.0
0.493515,0.482955,1.0
0.474502,0.372753,1.0
0.448592,0.47853,1.0
0.538316,0.421247,1.0
0.493759,0.249306,1.0
0.405896,0.327372,1.0
0.513504,0.368694,1.0
0.526475,0.400159,1.0
0.5627,0.518174,1.0
0.551286,0.385968,1.0
0.378368,0.153447,1.0
0.582232,0.448805,1.0
0.433973,0.421979,1.0
0.501785,0.359905,1.0
0.479965,0.378948,1.0
0.396619,0.144322,1.0
0.446699,0.408795,1.0
0.475082,0.516129,1.0
0.577837,0.574053,1.0
0.527512,0.541826,1.0
0.540391,0.369671,1.0
0.609302,0.514054,1.0
0.408673,0.147374,1.0
0.41316,0.38081,1.0
0.588275,0.537034,1.0
0.38786,0.232551,1.0
0.555712,0.650472,1.0
0.514298,0.604541,1.0
0.51381,0.431043,1.0
0.591052,0.575457,1.0
0.497238,0.25071,1.0
0.470748,0.414624,1.0
0.441115,0.369182,1.0
0.535813,0.438826,1.0
0.460891,0.211097,1.0
0.38731,0.252083,1.0
0.531999,0.348949,1.0
0.408368,0.361919,1.0
0.543413,0.387738,1.0
0.557848,0.652455,1.0
0.452071,0.465957,1.0
0.392041,0.29664,1.0
0.442366,0.32136,1.0
0.383648,0.224311,1.0
0.421644,0.383251,1.0
0.618641,0.515519,1.0
0.524857,0.446638,1.0
0.520341,0.405316,1.0
0.454939,0.312174,1.0
0.515152,0.394177,1.0
0.509751,0.52504,1.0
0.480758,0.359539,1.0
0.41084,0.254707,1.0
0.407239,0.16007,1.0
0.411054,0.283914,1.0
0.608753,0.597156,1.0
0.455306,0.314249,1.0
0.588672,0.647664,1.0
0.41966,0.328288,1.0
0.460616,0.40379,1.0
0.519486,0.530992,1.0
0.478256,0.409436,1.0
0.530839,0.454939,1.0
0.492416,0.518204,1.0
0.514084,0.51381,1.0
0.427381,0.396252,1.0
0.590106,0.577074,1.0
0.600116,0.542589,1.0
0.487533,0.478011,1.0
0.513474,0.361736,1.0
0.477096,0.399518,1.0
0.479537,0.497726,1.0
0.517258,0.364513,1.0
0.421278,0.348369,1.0
0.459304,0.394024,1.0
0.40556,0.189245,1.0
0.420911,0.355358,1.0
0.605884,0.69628,1.0
0.36903,0.209937,1.0
0.525529,0.311014,1.0
0.474319,0.476882,1.0
0.438826,0.452071,1.0
0.477248,0.533433,1.0
0.447066,0.202612,1.0
0.490371,0.411908,1.0
0.430616,0.221625,1.0
0.454054,0.476089,1.0
0.417188,0.249794,1.0
0.486038,0.256081,1.0
0.586108,0.513474,1.0
0.395428,0.291238,1.0
0.582171,0.597125,1.0
0.560686,0.539598,1.0
0.592212,0.549181,1.0
0.59096,0.627705,1.0
0.578936,0.41142,1.0
0.589679,0.629414,1.0
0.563799,0.542253,1.0
0.410901,0.398541,1.0
0.416669,0.217566,1.0
0.522691,0.329508,1.0
0.507614,0.52382,1.0
0.520066,0.492996,1.0
0.481979,0.41142,1.0
0.523453,0.565355,1.0
0.531785,0.46556,1.0
0.546251,0.619984,1.0
0.42082,0.336711,1.0
0.424238,0.328227,1.0
0.554186,0.521683,1.0
0.538713,0.597064,1.0
0.495468,0.480758,1.0
0.517411,0.326762,1.0
0.461928,0.336711,1.0
0.555376,0.363201,1.0
0.463057,0.489517,1.0
0.485946,0.314524,1.0
0.577074,0.503342,1.0
0.5515,0.529191,1.0
0.573046,0.612384,1.0
0.533647,0.516465,1.0
0.558,0.502487,1.0
0.631886,0.615284,1.0
0.507279,0.470107,1.0
0.478133,0.53206,1.0
0.467788,0.445235,1.0
0.59273,0.465682,1.0
0.382092,0.220099,1.0
0.388928,0.165197,1.0
0.464827,0.374981,1.0
0.383831,0.225471,1.0
0.439375,0.188391,1.0
0.615986,0.599292,1.0
0.533677,0.546129,1.0
0.499893,0.543962,1.0
0.477462,0.25428,1.0
0.624348,0.543107,1.0
0.464522,0.44496,1.0
0.502487,0.394787,1.0
0.601733,0.634541,1.0
0.59032,0.488144,1.0
0.444594,0.18131,1.0
0.463118,0.368694,1.0
0.569048,0.588855,1.0
0.553453,0.591144,1.0
0.553423,0.346171,1.0
0.481765,0.538743,1.0
0.395917,0.167943,1.0
0.465651,0.405011,1.0
0.558794,0.475631,1.0
0.46205,0.228278,1.0
0.456069,0.251289,1.0
0.455885,0.449507,1.0
0.397015,0.28898,1.0
0.457564,0.491562,1.0
0.446577,0.219581,1.0
0.486801,0.286996,1.0
0.46147,0.514023,1.0
0.516221,0.28782,1.0
0.595477,0.521134,1.0
0.395001,0.163427,1.0
0.373302,0.215888,1.0
0.583148,0.507187,1.0
0.540727,0.367107,1.0
0.531358,0.599475,1.0
0.410932,0.276345,1.0
0.461196,0.245094,1.0
0.591235,0.693258,1.0
0.579913,0.527787,1.0
0.585437,0.484298,1.0
0.529984,0.300027,1.0
0.610858,0.497421,1.0
0.412488,0.15125,1.0
0.444349,0.293222,1.0
0.613941,0.664113,1.0
0.409711,0.163945,1.0
0.457839,0.217292,1.0
0.591693,0.681051,1.0
0.460402,0.208502,1.0
0.450728,0.23307,1.0
0.600879,0.49852,1.0
0.602435,0.554857,1.0
0.528642,0.627979,1.0
0.574389,0.52501,1.0
0.484756,0.358379,1.0
0.62743,0.641804,1.0
0.555467,0.59093,1.0
0.41081,0.38084,1.0
0.6039,0.581652,1.0
0.436781,0.413282,1.0
0.520127,0.592486,1.0
0.529344,0.612476,1.0
0.528947,0.533433,1.0
0.515183,0.527268,1.0
0.505264,0.252632,1.0
0.380688,0.173956,1.0
0.439863,0.304544,1.0
0.529954,0.415876,1.0
0.564135,0.556749,1.0
0.405652,0.246071,1.0
0.474288,0.231452,1.0
0.474166,0.432447,1.0
0.561693,0.479049,1.0
0.445967,0.233406,1.0
0.463149,0.298044,1.0
0.427961,0.272378,1.0
0.586688,0.615955,1.0
0.511307,0.346049,1.0
0.506211,0.389935,1.0
0.508652,0.597064,1.0
0.404706,0.341044,1.0
0.506088,0.487106,1.0
0.409742,0.229652,1.0
0.56624,0.482589,1.0
0.401288,0.216773,1.0
0.47264,0.537614,1.0
0.579485,0.562761,1.0
0.561754,0.53325,1.0
0.527451,0.450697,1.0
0.483108,0.395978,1.0
0.510514,0.490219,1.0
0.582385,0.624012,1.0
0.452651,0.44084,1.0
0.53441,0.365062,1.0
0.529313,0.381726,1.0
0.459395,0.402081,1.0
0.577471,0.631336,1.0
0.376537,0.215003,1.0
0.461745,0.495804,1.0
0.465499,0.342479,1.0
0.571856,0.443129,1.0
0.392468,0.170873,1.0
0.515458,0.564531,1.0
0.560991,0.612934,1.0
0.495712,0.398724,1.0
0.440382,0.389813,1.0
0.604358,0.580096,1.0
0.419385,0.232673,1.0
0.546098,0.353862,1.0
0.388714,0.289285,1.0
0.594348,0.591296,1.0
0.452956,0.443495,1.0
0.619282,0.675985,1.0
0.581042,0.548631,1.0
0.425642,0.379894,1.0
0.540788,0.355693,1.0
0.563921,0.673269,1.0
0.49498,0.36317,1.0
0.392621,0.321177,1.0
0.390088,0.245186,1.0
0.453047,0.490432,1.0
0.439375,0.420179,1.0
0.542802,0.540696,1.0
0.447157,0.398572,1.0
0.629048,0.607166,1.0
0.607074,0.683126,1.0
0.553941,0.528092,1.0
0.430799,0.250496,1.0
0.615345,0.653859,1.0
0.590655,0.662008,1.0
0.369518,0.216468,1.0
0.420698,0.367504,1.0
0.513901,0.603076,1.0
0.552721,0.558947,1.0
0.482192,0.501053,1.0
0.568377,0.454451,1.0
0.465102,0.473128,1.0
0.625813,0.677969,1.0
0.382153,0.306162,1.0
0.567553,0.385296,1.0
0.377209,0.279824,1.0
0.495437,0.438246,1.0
0.601581,0.617969,1.0
0.543687,0.49617,1.0
0.564409,0.462294,1.0
0.406476,0.188055,1.0
0.492965,0.413282,1.0
0.587481,0.559282,1.0
0.479843,0.531144,1.0
0.485611,0.557115,1.0
0.590381,0.476669,1.0
0.47441,0.465712,1.0
0.566088,0.396344,1.0
0.471297,0.494095,1.0
0.558,0.475295,1.0
0.560259,0.590808,1.0
0.618763,0.624317,1.0
0.538682,0.388653,1.0
0.62682,0.605701,1.0
0.475967,0.362926,1.0
0.521622,0.580462,1.0
0.388226,0.245491,1.0
0.584765,0.416883,1.0
0.475417,0.357463,1.0
0.479263,0.348338,1.0
0.420057,0.316111,1.0
0.491653,0.406903,1.0
0.548112,0.550371,1.0
0.553941,0.636341,1.0
0.404462,0.342875,1.0
0.421796,0.343791,1.0
0.537492,0.408185,1.0
0.486892,0.377026,1.0
0.444807,0.453993,1.0
0.488571,0.529008,1.0
0.491623,0.273324,1.0
0.475906,0.337626,1.0
0.411786,0.360088,1.0
0.541093,0.32139,1.0
0.474746,0.304117,1.0
0.411298,0.263649,1.0
0.443129,0.39079,1.0
0.473403,0.379345,1.0
0.421674,0.176855,1.0
0.557085,0.423414,1.0
0.475723,0.35548,1.0
0.58446,0.448195,1.0
0.614032,0.657216,1.0
0.519791,0.427686,1.0
0.372662,0.208594,1.0
0.511399,0.587146,1.0
0.211035,0.246834,2.0
0.172246,0.236305,2.0
0.308206,0.231544,2.0
0.232521,0.23075,2.0
0.224921,0.23075,2.0
0.30018,0.262581,2.0
0.195868,0.245949,2.0
0.288064,0.258126,2.0
0.322642,0.242958,2.0
